branch_name,laboratory,category
"Barracas","PHARMA ALIOTH","MEDICAMENTOS"
"Barracas","PHARMADORF","MEDICAMENTOS"
"Barracas","PHARMAMERICAN S","MEDICAMENTOS"
"Barracas","PHARMATRIX","MEDICAMENTOS"
"Barracas","PIERRE FABRE MÉ","MEDICAMENTOS"
"Barracas","PIERRE FABRE OR","MEDICAMENTOS"
"Barracas","POEN","MEDICAMENTOS"
"Barracas","PROCTER & GAMBL","MEDICAMENTOS"
"Barracas","PROVEFARMA","MEDICAMENTOS"
"Barracas","QUÍMICA LUAR","MEDICAMENTOS"
"Barracas","RECKITT BENCKIS","MEDICAMENTOS"
"Barracas","RICHET","MEDICAMENTOS"
"Barracas","RICHMOND","MEDICAMENTOS"
"Barracas","ROCHE","MEDICAMENTOS"
"Barracas","ROCHE DIABETES","MEDICAMENTOS"
"Barracas","ROEMMERS","MEDICAMENTOS"
"Barracas","ROMINAFORT S.H.","MEDICAMENTOS"
"Barracas","RONNET","MEDICAMENTOS"
"Barracas","RONTAG","MEDICAMENTOS"
"Barracas","ROSPAW","MEDICAMENTOS"
"Barracas","ROSSMORE PHARMA","MEDICAMENTOS"
"Barracas","SANITAS","MEDICAMENTOS"
"Barracas","SANOFI HEALTH A","MEDICAMENTOS"
"Barracas","SAVANT CONSUMER","MEDICAMENTOS"
"Barracas","SAVANT GENERIC","MEDICAMENTOS"
"Barracas","SCHAFER","MEDICAMENTOS"
"Barracas","SCOTT-CASSARÁ","MEDICAMENTOS"
"Barracas","SEQIRUS","MEDICAMENTOS"
"Barracas","SERTEX","MEDICAMENTOS"
"Barracas","SERVIER","MEDICAMENTOS"
"Barracas","SIDUS","MEDICAMENTOS"
"Barracas","SIEGFRIED","MEDICAMENTOS"
"Barracas","SIN LABORATORIO","MEDICAMENTOS"
"Barracas","SOUBEIRAN CHOBE","MEDICAMENTOS"
"Barracas","TAKEDA ARGENTIN","MEDICAMENTOS"
"Barracas","TEMIS-LOSTALÓ","MEDICAMENTOS"
"Barracas","TEVA ARGENTINA","MEDICAMENTOS"
"Barracas","TRB-PHARMA","MEDICAMENTOS"
"Barracas","TUTEUR","MEDICAMENTOS"
"Barracas","UNILEVER","MEDICAMENTOS"
"Barracas","VALUGE","MEDICAMENTOS"
"Barracas","VANNIER","MEDICAMENTOS"
"Barracas","VENT 3","MEDICAMENTOS"
"Barracas","VERRUGOL","MEDICAMENTOS"
"Barracas","YERUTI S.R.L.","MEDICAMENTOS"
"Barracas","2038","PERFUMERIA"
"Barracas","ACONCAGUA.ALGOD","PERFUMERIA"
"Barracas","ACTIVE COSMETIC","PERFUMERIA"
"Barracas","ADIDAS","PERFUMERIA"
"Barracas","AEROFARMA","PERFUMERIA"
"Barracas","AEROJET S.A.","PERFUMERIA"
"Barracas","AGATHA RUIZ DE LA PRADA","PERFUMERIA"
"Barracas","AISICO S.R.L.","PERFUMERIA"
"Barracas","AL WATANIAH","PERFUMERIA"
"Barracas","ALCON","PERFUMERIA"
"Barracas","ALGABO","PERFUMERIA"
"Barracas","ALICORP ARGENTINA S.C.A.","PERFUMERIA"
"Barracas","ANDRE LATOUR","PERFUMERIA"
"Barracas","ANDRÓMACO","PERFUMERIA"
"Barracas","ANTONIO BANDERAS","PERFUMERIA"
"Barracas","ARCOR","PERFUMERIA"
"Barracas","ARMAF","PERFUMERIA"
"Barracas","AROJET","PERFUMERIA"
"Barracas","AVENT","PERFUMERIA"
"Barracas","BABELITO","PERFUMERIA"
"Barracas","BAGÓ","PERFUMERIA"
"Barracas","BASICARE","PERFUMERIA"
"Barracas","BAUSCH & LOMB A","PERFUMERIA"
"Barracas","BEAUTY GROUP SA","PERFUMERIA"
"Barracas","BEIERSDORF","PERFUMERIA"
"Barracas","BENETTON","PERFUMERIA"
"Barracas","BENSIMON","PERFUMERIA"
"Barracas","BERNABO","PERFUMERIA"
"Barracas","BIFERDIL","PERFUMERIA"
"Barracas","BIOCLEAN","PERFUMERIA"
"Barracas","BIODERMA","PERFUMERIA"
"Barracas","BIOSINTEX RETAI","PERFUMERIA"
"Barracas","BIU","PERFUMERIA"
"Barracas","BOOS","PERFUMERIA"
"Barracas","BRUCK?S  SRL","PERFUMERIA"
"Barracas","BUHL S.A","PERFUMERIA"
"Barracas","CACHAREL","PERFUMERIA"
"Barracas","CAFER LITORAL","PERFUMERIA"
"Barracas","CALVIN KLEIN","PERFUMERIA"
"Barracas","CANNON PUNTANA S.A.","PERFUMERIA"
"Barracas","CAPILATIS","PERFUMERIA"
"Barracas","CAROLINA HERRERA","PERFUMERIA"
"Barracas","CASSARÁ","PERFUMERIA"
"Barracas","CAVIAHUE","PERFUMERIA"
"Barracas","CDIMEX","PERFUMERIA"
"Barracas","CEPAGE","PERFUMERIA"
"Barracas","CERAVE","PERFUMERIA"
"Barracas","CHER","PERFUMERIA"
"Barracas","CHICCO","PERFUMERIA"
"Barracas","CINETIC","PERFUMERIA"
"Barracas","COALIX S.A.","PERFUMERIA"
"Barracas","COLGATE","PERFUMERIA"
"Barracas","COMBE","PERFUMERIA"
"Barracas","COMODEX S.A.","PERFUMERIA"
"Barracas","COPAHUE","PERFUMERIA"
"Barracas","COTY ARGENTINA S.A.","PERFUMERIA"
"Barracas","CRAVERI","PERFUMERIA"
"Barracas","DARVITA","PERFUMERIA"
"Barracas","DAVIDOFF","PERFUMERIA"
"Barracas","DCCSA","PERFUMERIA"
"Barracas","DEPIMIEL","PERFUMERIA"
"Barracas","DERMOGREEN","PERFUMERIA"
"Barracas","DIFFUPAR","PERFUMERIA"
"Barracas","DISPITA","PERFUMERIA"
"Barracas","DISWALD","PERFUMERIA"
"Barracas","DOROTHY GRAY","PERFUMERIA"
"Barracas","DR. MADAUS","PERFUMERIA"
"Barracas","DUFFY","PERFUMERIA"
"Barracas","E. J. GEZZI","PERFUMERIA"
"Barracas","EDELORO S.A.","PERFUMERIA"
"Barracas","ELEA","PERFUMERIA"
"Barracas","EPICA","PERFUMERIA"
"Barracas","EPUYÉN","PERFUMERIA"
"Barracas","EUCERIN","PERFUMERIA"
"Barracas","EUROLAB","PERFUMERIA"
"Barracas","EXCELENTIA","PERFUMERIA"
"Barracas","EXIMIA","PERFUMERIA"
"Barracas","FASCINO BEAUTY TOOLS","PERFUMERIA"
"Barracas","FERRINI","PERFUMERIA"
"Barracas","FORMULAB","PERFUMERIA"
"Barracas","FRAMINGHAM PHAR","PERFUMERIA"
"Barracas","FULTON","PERFUMERIA"
"Barracas","FUTERMAN INTERN","PERFUMERIA"
"Barracas","GADOR","PERFUMERIA"
"Barracas","GALDERMA","PERFUMERIA"
"Barracas","GARRE GUEVARA","PERFUMERIA"
"Barracas","GENOMMA LAB.","PERFUMERIA"
"Barracas","GILLETTE","PERFUMERIA"
"Barracas","GIORGIO ARMANI","PERFUMERIA"
"Barracas","GLAM DISTRIBUCIONES S.R.L.","PERFUMERIA"
"Barracas","GLAXOSMITHKLINE","PERFUMERIA"
"Barracas","GLUCK ALPARAMIS S.A.","PERFUMERIA"
"Barracas","GRADOM","PERFUMERIA"
"Barracas","GRETA","PERFUMERIA"
"Barracas","GRIMBERG","PERFUMERIA"
"Barracas","HALEON ARGENTIN","PERFUMERIA"
"Barracas","HEALTH CARE SUDAMERICANA S.A.","PERFUMERIA"
"Barracas","HENO DE PRAVIA","PERFUMERIA"
"Barracas","HIPERFARM","PERFUMERIA"
"Barracas","HISAN S.A.","PERFUMERIA"
"Barracas","IMPORTADORA SUDAMERICANA S.R.L.","PERFUMERIA"
"Barracas","INECTO","PERFUMERIA"
"Barracas","ISDIN","PERFUMERIA"
"Barracas","ISSUE","PERFUMERIA"
"Barracas","JEANNE ARTHES PARIS","PERFUMERIA"
"Barracas","JESELS","PERFUMERIA"
"Barracas","JOHNSON & JOHNS","PERFUMERIA"
"Barracas","JOHNSON & JOHNSON DERMO","PERFUMERIA"
"Barracas","JULERIAQUE","PERFUMERIA"
"Barracas","KARINA RABOLINI","PERFUMERIA"
"Barracas","KENVUE ARGENTIN","PERFUMERIA"
"Barracas","KENZO","PERFUMERIA"
"Barracas","KEVINGSTON","PERFUMERIA"
"Barracas","KIMBERLY CLARK ARGENTINA S.A.","PERFUMERIA"
"Barracas","KONJAC","PERFUMERIA"
"Barracas","KOPELCO S.A.","PERFUMERIA"
"Barracas","KUIDAR","PERFUMERIA"
"Barracas","L.D.A.","PERFUMERIA"
"Barracas","LA FÁRMACO ARG.","PERFUMERIA"
"Barracas","LA PAPELERA DEL PLATA S A","PERFUMERIA"
"Barracas","LA ROCHE-POSAY","PERFUMERIA"
"Barracas","LAB INTERNACION","PERFUMERIA"
"Barracas","LABORATORIO ALB","PERFUMERIA"
"Barracas","LABORATORIO CUENCA S.A.","PERFUMERIA"
"Barracas","LABORATORIO MIL","PERFUMERIA"
"Barracas","LABORATORIOS BE","PERFUMERIA"
"Barracas","LABORATORIOS FA","PERFUMERIA"
"Barracas","LABORATORIOS FE","PERFUMERIA"
"Barracas","LAGOS","PERFUMERIA"
"Barracas","LANCOME","PERFUMERIA"
"Barracas","LATTAFA","PERFUMERIA"
"Barracas","LENTERDIT SA","PERFUMERIA"
"Barracas","LESAG","PERFUMERIA"
"Barracas","LOCCITANE","PERFUMERIA"
"Barracas","LOREAL","PERFUMERIA"
"Barracas","LOREAL ARGENTINA S.A.","PERFUMERIA"
"Barracas","LOREAL PROFESSIONNEL (1350)","PERFUMERIA"
"Barracas","LOS CATALANES SRL","PERFUMERIA"
"Barracas","LOVAL","PERFUMERIA"
"Barracas","L´OREAL MAQUILLAJE","PERFUMERIA"
"Barracas","MAISON DE LA PARFUMERIE S A","PERFUMERIA"
"Barracas","MARCHAND","PERFUMERIA"
"Barracas","MAYBELLINE","PERFUMERIA"
"Barracas","MEDISOL","PERFUMERIA"
"Barracas","MEGALABS ARGENT","PERFUMERIA"
"Barracas","MEGLINE","PERFUMERIA"
"Barracas","MERAKI SUSTENTABLE S.R.L.","PERFUMERIA"
"Barracas","MICROSULES ARG.","PERFUMERIA"
"Barracas","MONSERRAT","PERFUMERIA"
"Barracas","NAF","PERFUMERIA"
"Barracas","NAMINCO","PERFUMERIA"
"Barracas","NEO-DERMOS","PERFUMERIA"
"Barracas","NEOSEG S.A","PERFUMERIA"
"Barracas","NEW REVLON ARGENTINA S.A.","PERFUMERIA"
"Barracas","NEWSAN SOCIEDAD ANONIMA","PERFUMERIA"
"Barracas","NIVEA","PERFUMERIA"
"Barracas","NOSOTRAS","PERFUMERIA"
"Barracas","NUK","PERFUMERIA"
"Barracas","ODOL","PERFUMERIA"
"Barracas","OTOWIL","PERFUMERIA"
"Barracas","OXAPHARMA","PERFUMERIA"
"Barracas","PA?ALERA NORTE","PERFUMERIA"
"Barracas","PADOC S.A.","PERFUMERIA"
"Barracas","PANALAB","PERFUMERIA"
"Barracas","PAPELERA DEL PLATA","PERFUMERIA"
"Barracas","PELUSINES.DE M. TORRES","PERFUMERIA"
"Barracas","PHARMATRIX","PERFUMERIA"
"Barracas","PHILIPS","PERFUMERIA"
"Barracas","PHILIPS AVENT","PERFUMERIA"
"Barracas","PIERRE FABRE DE","PERFUMERIA"
"Barracas","PIERRE FABRE OR","PERFUMERIA"
"Barracas","PRIFAMON S A INDUSTRIAL Y COMERCIAL","PERFUMERIA"
"Barracas","PROCTER & GAMBL","PERFUMERIA"
"Barracas","PRODEFARM","PERFUMERIA"
"Barracas","PROPATO","PERFUMERIA"
"Barracas","PUIG ARGENTINA S.A.","PERFUMERIA"
"Barracas","PUIG INTERNACIONAL","PERFUMERIA"
"Barracas","PURA SOAP","PERFUMERIA"
"Barracas","PUREDERM","PERFUMERIA"
"Barracas","QUAZON","PERFUMERIA"
"Barracas","QUÍMICA ESTRELLA","PERFUMERIA"
"Barracas","RALPH LAUREN","PERFUMERIA"
"Barracas","RAPSODIA","PERFUMERIA"
"Barracas","RECKITT BENCKIS","PERFUMERIA"
"Barracas","REXTOR","PERFUMERIA"
"Barracas","RICKY SARKANY","PERFUMERIA"
"Barracas","RIMMEL LONDON","PERFUMERIA"
"Barracas","ROBY","PERFUMERIA"
"Barracas","ROMINAFORT S.H.","PERFUMERIA"
"Barracas","RUALDO","PERFUMERIA"
"Barracas","S.U.D.","PERFUMERIA"
"Barracas","SAINT JULIEN S.A.","PERFUMERIA"
"Barracas","SALLY HANSEN","PERFUMERIA"
"Barracas","SAVANT CONSUMER","PERFUMERIA"
"Barracas","SHAKIRA","PERFUMERIA"
"Barracas","SIDUS DERMOCOSM","PERFUMERIA"
"Barracas","SIEGFRIED","PERFUMERIA"
"Barracas","SIN CLASIFICAR","PERFUMERIA"
"Barracas","SIN LABORATORIO","PERFUMERIA"
"Barracas","SKALA","PERFUMERIA"
"Barracas","SOFTYS","PERFUMERIA"
"Barracas","SRISRI","PERFUMERIA"
"Barracas","ST IVES","PERFUMERIA"
"Barracas","SUNSTAR","PERFUMERIA"
"Barracas","THELMA & LOUISE","PERFUMERIA"
"Barracas","TRB-PHARMA","PERFUMERIA"
"Barracas","TUCCI","PERFUMERIA"
"Barracas","TULY MIGUEZ SAS","PERFUMERIA"
"Barracas","UNILEVER","PERFUMERIA"
"Barracas","UNILEVER DE ARGENTINA S.A.","PERFUMERIA"
"Barracas","VALUGE","PERFUMERIA"
"Barracas","VARIOS","PERFUMERIA"
"Barracas","VEGANIS","PERFUMERIA"
"Barracas","VICHY","PERFUMERIA"
"Barracas","VMP","PERFUMERIA"
"Barracas","VOGUE","PERFUMERIA"
"Barracas","WELEDA","PERFUMERIA"
"Barracas","WELLA","PERFUMERIA"
"Barracas","WELLINGTON","PERFUMERIA"
"Barracas","WELS","PERFUMERIA"
"Barracas","2038","VARIOS"
"Barracas","ALCON","VARIOS"
"Barracas","AMALFI","VARIOS"
"Barracas","ARCOR","VARIOS"
"Barracas","ASPEN","VARIOS"
"Barracas","BENEVIA","VARIOS"
"Barracas","BIO HELPER","VARIOS"
"Barracas","BONAFIDE","VARIOS"
"Barracas","CACHAFAZ","VARIOS"
"Barracas","CAPALBO","VARIOS"
"Barracas","COCA COLA","VARIOS"
"Barracas","COCA COLA / FEMSA","VARIOS"
"Barracas","CORMILLOT","VARIOS"
"Barracas","DISTRICOL","VARIOS"
"Barracas","ELEA","VARIOS"
"Barracas","ELITE","VARIOS"
"Barracas","ENERGIZER ARGENTINA S.A.","VARIOS"
"Barracas","FELFORT","VARIOS"
"Barracas","GENOMMA LAB.","VARIOS"
"Barracas","GEORGALOS","VARIOS"
"Barracas","GILLETTE","VARIOS"
"Barracas","GLAM DISTRIBUCIONES S.R.L.","VARIOS"
"Barracas","GRIMBERG","VARIOS"
"Barracas","HECSPI AEROSOLES SACIFI","VARIOS"
"Barracas","HOME 2000 S.A.","VARIOS"
"Barracas","INSBRUCK","VARIOS"
"Barracas","JOHNSON & JOHNS","VARIOS"
"Barracas","KENVUE ARGENTIN","VARIOS"
"Barracas","KRAFT FOODS","VARIOS"
"Barracas","LA PAPELERA DEL PLATA S A","VARIOS"
"Barracas","LAB. AZUL","VARIOS"
"Barracas","LABORATORIOS DIRAL SRL","VARIOS"
"Barracas","LESAG","VARIOS"
"Barracas","LIMABEL","VARIOS"
"Barracas","LOVAL","VARIOS"
"Barracas","LULEMU","VARIOS"
"Barracas","MANHATTAN","VARIOS"
"Barracas","MARS","VARIOS"
"Barracas","NESTLE","VARIOS"
"Barracas","OMRON","VARIOS"
"Barracas","OYONNAX","VARIOS"
"Barracas","PAPELERA DEL PLATA","VARIOS"
"Barracas","PELLIZA","VARIOS"
"Barracas","PHARMAMERICAN S","VARIOS"
"Barracas","QUI-MAR","VARIOS"
"Barracas","SEISEME S.A.","VARIOS"
"Barracas","SIEGFRIED","VARIOS"
"Barracas","SIN CLASIFICAR","VARIOS"
"Barracas","SIN LABORATORIO","VARIOS"
"Barracas","STELLA","VARIOS"
"Barracas","TRUST","VARIOS"
"Barracas","UNILEVER","VARIOS"
"Barracas","UNILEVER DE ARGENTINA S.A.","VARIOS"
"Barracas","WELS","VARIOS"
"Beccar","2038","ACCESORIOS"
"Beccar","3 M","ACCESORIOS"
"Beccar","ABBOTT DIABETES","ACCESORIOS"
"Beccar","ALCOFRAC S.A.","ACCESORIOS"
"Beccar","ANDRÓMACO","ACCESORIOS"
"Beccar","APPER","ACCESORIOS"
"Beccar","ARGIMED SRL","ACCESORIOS"
"Beccar","ASPEN","ACCESORIOS"
"Beccar","ASSISTANCE","ACCESORIOS"
"Beccar","ATUCHA","ACCESORIOS"
"Beccar","BANDER GREEN","ACCESORIOS"
"Beccar","BD","ACCESORIOS"
"Beccar","BEIERSDORF","ACCESORIOS"
"Beccar","BIOFACTOR","ACCESORIOS"
"Beccar","BIOSINTEX RETAI","ACCESORIOS"
"Beccar","BODY CARE","ACCESORIOS"
"Beccar","BRUCK?S  SRL","ACCESORIOS"
"Beccar","CAPALBO","ACCESORIOS"
"Beccar","COLGATE","ACCESORIOS"
"Beccar","COLOPLAST","ACCESORIOS"
"Beccar","COMBE","ACCESORIOS"
"Beccar","COMODEX S.A.","ACCESORIOS"
"Beccar","COMODIN","ACCESORIOS"
"Beccar","CORONET","ACCESORIOS"
"Beccar","DASIPA","ACCESORIOS"
